id,timestamp,numberOfInstances,instanceName,vcpu,cpuUsage,memory,memoryUsage,networkPerformance,storageType,storageSize,costPerHour,target
469,15-01-2023 01:38,1,c5d.2xlarge,8,81.407678,32,97.931776,Up to 10 Gigabit,EBS only,97.85,26.641,1
470,30-01-2023 20:13,6,c5d.4xlarge,16,67.18899,128,85.364978,Up to 10 Gigabit,EBS only,198.62,68.1652,1
471,02-10-2023 07:06,6,c5d.2xlarge,8,82.981624,32,44.809115,Up to 10 Gigabit,EBS only,229.76,66.9376,1
472,19-10-2023 04:03,4,t3.xlarge,4,67.521553,16,19.35935,Up to 5 Gigabit,EBS only,91.77,24.8278,1
473,26-03-2023 20:08,1,r5d.xlarge,4,21.383909,32,49.393363,Up to 10 Gigabit,EBS only,133.48,35.4068,0
474,04-12-2023 23:06,8,c5d.xlarge,4,17.617611,16,1.855083,Up to 10 Gigabit,EBS only,56.66,18.4036,0
475,16-10-2023 17:15,9,r5d.xlarge,4,17.399518,32,63.83324,Up to 10 Gigabit,EBS only,49.96,19.3076,1
476,08-09-2023 09:11,1,c5d.2xlarge,8,75.623976,32,33.145425,Up to 10 Gigabit,EBS only,81.5,22.39,1
477,06-06-2023 09:22,2,c5d.xlarge,4,50.652848,16,43.446401,Up to 10 Gigabit,EBS only,60.16,16.5596,1
478,19-09-2023 20:56,3,c5d.4xlarge,16,24.742721,128,58.22369,Up to 10 Gigabit,EBS only,72.22,27.0392,1
479,01-01-2023 07:49,3,t3.medium,2,44.789352,4,69.956762,Up to 5 Gigabit,EBS only,63.45,16.6785,1
480,06-04-2023 10:53,1,t3.medium,2,70.748752,4,6.585546,Up to 5 Gigabit,EBS only,52.57,13.7287,1
481,27-06-2023 00:56,8,m5.2xlarge,8,90.874934,32,49.096369,Up to 10 Gigabit,EBS only,70.79,22.7654,1
482,12-02-2023 19:15,9,t3.medium,2,17.275858,4,40.515814,Up to 5 Gigabit,EBS only,16.86,4.9281,0
483,14-11-2023 04:10,9,t3.medium,2,37.954559,4,71.111389,Up to 5 Gigabit,EBS only,43.56,11.8701,1
484,18-07-2023 11:02,9,t3.xlarge,4,64.860414,16,17.042015,Up to 5 Gigabit,EBS only,81.58,23.3879,1
485,29-05-2023 05:40,4,m5.2xlarge,8,78.338806,32,91.97537,Up to 10 Gigabit,EBS only,217.57,58.7482,1
486,30-01-2023 00:50,10,c5d.4xlarge,16,26.935167,128,30.534019,Up to 10 Gigabit,EBS only,240.65,90.109,0
487,01-07-2023 22:40,2,c5d.4xlarge,16,82.545984,128,75.895497,Up to 10 Gigabit,EBS only,137.28,41.2008,1
488,15-11-2023 11:16,3,c5d.4xlarge,16,61.034833,128,58.628839,Up to 10 Gigabit,EBS only,244.67,71.8762,1
489,13-07-2023 09:37,1,m5.2xlarge,8,27.054817,32,47.932705,Up to 10 Gigabit,EBS only,118.66,31.3966,0
490,24-02-2023 11:35,8,r5d.xlarge,4,18.899786,32,32.16138,Up to 10 Gigabit,EBS only,70.38,23.9148,0
491,19-08-2023 20:19,4,c5d.xlarge,4,79.825797,16,73.15419,Up to 10 Gigabit,EBS only,85.66,24.1076,1
492,10-09-2023 20:38,1,t3.medium,2,3.390833,4,40.628808,Up to 5 Gigabit,EBS only,127.13,33.1143,0
493,23-02-2023 00:55,7,c5d.xlarge,4,57.481273,16,21.15754,Up to 10 Gigabit,EBS only,27.61,10.3916,1
494,12-04-2023 01:34,1,t3.xlarge,4,86.606278,16,6.370311,Up to 5 Gigabit,EBS only,102.59,26.9153,1
495,03-11-2023 21:04,3,m5.2xlarge,8,50.299434,32,24.573094,Up to 10 Gigabit,EBS only,108.23,29.7748,1
496,03-10-2023 13:17,8,m5.2xlarge,8,65.79417,32,3.573221,Up to 10 Gigabit,EBS only,23.46,10.4596,1
497,26-05-2023 05:27,8,r5d.2xlarge,8,39.710552,64,50.139896,Up to 10 Gigabit,EBS only,74.4,30.576,1
498,05-10-2023 12:08,8,c5d.2xlarge,8,10.169272,32,51.35787,Up to 10 Gigabit,EBS only,116.61,39.9186,1
499,04-09-2023 19:22,7,t3.xlarge,4,76.503362,16,10.644103,Up to 5 Gigabit,EBS only,224.18,59.9801,1
500,05-07-2023 13:49,4,c5d.4xlarge,16,57.898526,128,46.95207,Up to 10 Gigabit,EBS only,240.2,73.468,1
501,01-04-2023 10:39,6,m5.2xlarge,8,97.339655,32,51.355968,Up to 10 Gigabit,EBS only,9.41,5.7166,1
502,16-09-2023 12:50,6,r5d.2xlarge,8,79.779187,64,23.039449,Up to 10 Gigabit,EBS only,134.51,43.3966,1
503,25-09-2023 10:35,3,c5d.xlarge,4,24.422278,16,35.352513,Up to 10 Gigabit,EBS only,30.96,9.4266,0
504,26-09-2023 23:23,2,r5d.xlarge,4,20.901273,32,1.480372,Up to 10 Gigabit,EBS only,87.23,24.0838,0
505,19-03-2023 14:08,9,c5d.4xlarge,16,59.050603,128,93.9284,Up to 10 Gigabit,EBS only,226.38,83.6448,1
506,25-02-2023 21:57,7,m5.2xlarge,8,70.308238,32,28.548759,Up to 10 Gigabit,EBS only,124.98,36.3098,1
507,15-09-2023 05:52,6,t3.medium,2,17.573894,4,37.129419,Up to 5 Gigabit,EBS only,246.83,64.5388,0
508,05-11-2023 00:43,9,m5.2xlarge,8,34.946588,32,79.754584,Up to 10 Gigabit,EBS only,126.21,37.7196,1
509,29-07-2023 23:11,3,t3.medium,2,69.692666,4,4.04375,Up to 5 Gigabit,EBS only,172.12,44.9327,1
510,11-03-2023 08:48,10,c5d.xlarge,4,34.26211,16,63.427024,Up to 10 Gigabit,EBS only,31.05,12.663,1
511,19-04-2023 16:16,4,c5d.2xlarge,8,99.545273,32,48.191803,Up to 10 Gigabit,EBS only,223.97,63.0322,1
512,12-10-2023 03:53,3,r5d.xlarge,4,49.465347,32,32.676976,Up to 10 Gigabit,EBS only,24.12,8.3772,0
513,06-08-2023 23:59,2,r5d.2xlarge,8,37.356223,64,14.961659,Up to 10 Gigabit,EBS only,200.93,55.0498,0
514,10-11-2023 02:45,4,t3.medium,2,23.139116,4,59.36877,Up to 5 Gigabit,EBS only,145.65,38.111,1
515,17-03-2023 17:55,2,t3.medium,2,97.820694,4,77.512872,Up to 5 Gigabit,EBS only,156.17,40.7252,1
516,01-08-2023 01:25,4,m5.2xlarge,8,23.391483,32,99.766682,Up to 10 Gigabit,EBS only,122.43,34.0118,1
517,26-01-2023 21:13,6,c5d.2xlarge,8,70.70735,32,26.309895,Up to 10 Gigabit,EBS only,110.78,36.0028,1
518,02-11-2023 01:48,2,c5d.4xlarge,16,14.453872,128,91.884614,Up to 10 Gigabit,EBS only,144.7,43.13,1
519,14-04-2023 22:45,5,c5d.xlarge,4,9.626534,16,1.94302,Up to 10 Gigabit,EBS only,140.73,38.8848,0
520,26-06-2023 04:25,8,c5d.4xlarge,16,24.389562,128,18.087007,Up to 10 Gigabit,EBS only,55.62,36.4932,0
521,24-10-2023 04:37,7,c5d.4xlarge,16,50.372616,128,51.361407,Up to 10 Gigabit,EBS only,93.08,43.4788,1
522,07-10-2023 23:27,2,t3.medium,2,61.314237,4,24.339722,Up to 5 Gigabit,EBS only,98.99,25.8584,1
523,04-07-2023 19:20,9,r5d.2xlarge,8,52.883341,64,83.888928,Up to 10 Gigabit,EBS only,35.16,21.7776,1
524,27-11-2023 02:06,9,r5d.2xlarge,8,58.790624,64,46.816494,Up to 10 Gigabit,EBS only,248.44,77.2304,1
525,27-05-2023 04:47,8,m5.2xlarge,8,3.062703,32,30.871522,Up to 10 Gigabit,EBS only,154.53,44.5378,0
526,21-08-2023 10:40,6,r5d.xlarge,4,53.993007,32,84.94016,Up to 10 Gigabit,EBS only,170.8,48.62,1
527,09-07-2023 10:59,5,c5d.2xlarge,8,92.235991,32,52.83466,Up to 10 Gigabit,EBS only,204.6,59.196,1
528,16-10-2023 15:33,3,c5d.2xlarge,8,2.043611,32,14.675086,Up to 10 Gigabit,EBS only,26.57,10.5082,0
529,12-12-2023 08:34,3,m5.2xlarge,8,22.721009,32,42.466408,Up to 10 Gigabit,EBS only,194.27,52.1452,0
530,13-01-2023 19:12,3,r5d.2xlarge,8,86.702025,64,50.944725,Up to 10 Gigabit,EBS only,246.72,68.3592,1
531,07-08-2023 04:57,9,c5d.2xlarge,8,34.632811,32,57.502091,Up to 10 Gigabit,EBS only,99.7,36.722,1
532,28-06-2023 19:03,9,c5d.4xlarge,16,69.683872,128,17.249537,Up to 10 Gigabit,EBS only,103.15,51.605,1
533,22-03-2023 14:56,7,r5d.2xlarge,8,18.653208,64,52.351847,Up to 10 Gigabit,EBS only,36.15,19.227,1
534,01-11-2023 22:02,8,r5d.2xlarge,8,14.120009,64,57.790889,Up to 10 Gigabit,EBS only,188.02,60.1172,1
535,15-04-2023 07:48,2,c5d.2xlarge,8,99.938941,32,63.288245,Up to 10 Gigabit,EBS only,226.17,61.2042,1
536,04-03-2023 19:53,2,m5.2xlarge,8,63.005485,32,81.752299,Up to 10 Gigabit,EBS only,199.86,53.0536,1
537,25-06-2023 17:43,7,c5d.xlarge,4,6.278434,16,65.701006,Up to 10 Gigabit,EBS only,237.94,65.0774,1
538,24-05-2023 02:23,4,r5d.xlarge,4,13.013958,32,73.628049,Up to 10 Gigabit,EBS only,112.41,32.0346,1
539,13-02-2023 19:16,3,m5.2xlarge,8,15.988273,32,79.617375,Up to 10 Gigabit,EBS only,52.97,15.4072,1
540,19-01-2023 23:32,3,m5.2xlarge,8,30.956322,32,35.265201,Up to 10 Gigabit,EBS only,68.11,19.3436,0
541,29-12-2023 06:05,9,c5d.xlarge,4,5.051514,16,87.909336,Up to 10 Gigabit,EBS only,70.61,22.4896,1
542,06-10-2023 08:46,7,r5d.xlarge,4,59.74597,32,88.735846,Up to 10 Gigabit,EBS only,149.53,43.7918,1
543,27-07-2023 17:00,1,c5d.xlarge,4,63.513422,16,98.546764,Up to 10 Gigabit,EBS only,254.75,66.694,1
544,16-09-2023 07:52,10,t3.medium,2,54.24327,4,11.927331,Up to 5 Gigabit,EBS only,31.37,8.7612,1
545,09-02-2023 15:35,6,r5d.2xlarge,8,97.475714,64,78.06689,Up to 10 Gigabit,EBS only,94.19,32.9134,1
546,19-01-2023 10:36,3,t3.xlarge,4,72.571036,16,62.931588,Up to 5 Gigabit,EBS only,63.48,17.2305,1
547,28-08-2023 15:34,8,c5d.4xlarge,16,41.990363,128,18.072286,Up to 10 Gigabit,EBS only,193.34,72.3004,0
548,02-07-2023 11:50,3,t3.xlarge,4,22.477563,16,78.681572,Up to 5 Gigabit,EBS only,151.74,40.1781,1
549,31-10-2023 14:23,7,t3.medium,2,36.43288,4,53.328525,Up to 5 Gigabit,EBS only,21.31,5.9641,1
550,31-07-2023 02:34,10,t3.medium,2,98.662434,4,89.279875,Up to 5 Gigabit,EBS only,157.53,41.5628,1
551,06-04-2023 17:22,5,m5.2xlarge,8,9.814457,32,38.277354,Up to 10 Gigabit,EBS only,95.5,27.555,0
552,11-08-2023 04:49,1,c5d.2xlarge,8,96.184757,32,36.964779,Up to 10 Gigabit,EBS only,208.5,55.41,1
553,08-01-2023 20:03,3,c5d.4xlarge,16,38.422843,128,18.503903,Up to 10 Gigabit,EBS only,50.54,21.4024,0
554,08-08-2023 11:45,10,t3.medium,2,40.104534,4,46.998041,Up to 5 Gigabit,EBS only,149.9,39.579,0
555,26-05-2023 22:18,3,t3.medium,2,94.969161,4,9.047508,Up to 5 Gigabit,EBS only,13.6,3.7175,1
556,19-07-2023 02:59,9,r5d.xlarge,4,71.184927,32,38.439836,Up to 10 Gigabit,EBS only,241.01,68.9806,1
557,29-11-2023 04:00,2,c5d.xlarge,4,81.360541,16,24.214946,Up to 10 Gigabit,EBS only,53.76,14.8956,1
558,03-08-2023 02:59,3,c5d.2xlarge,8,42.874974,32,15.453524,Up to 10 Gigabit,EBS only,223.81,61.7906,0
559,06-05-2023 20:57,3,m5.2xlarge,8,90.626836,32,49.28098,Up to 10 Gigabit,EBS only,148.03,40.1228,1
560,30-01-2023 20:33,1,m5.2xlarge,8,34.078748,32,68.178363,Up to 10 Gigabit,EBS only,186.17,48.9492,1
561,26-10-2023 15:25,1,c5d.4xlarge,16,9.409342,128,71.717233,Up to 10 Gigabit,EBS only,115.4,32.758,1
562,05-02-2023 05:52,9,r5d.2xlarge,8,30.801221,64,27.541528,Up to 10 Gigabit,EBS only,18.97,17.5682,0
563,21-12-2023 16:58,5,c5d.xlarge,4,74.323198,16,2.459587,Up to 10 Gigabit,EBS only,225.12,60.8262,1
564,23-02-2023 23:13,9,t3.xlarge,4,16.670806,16,26.33598,Up to 5 Gigabit,EBS only,186.06,50.5527,0
565,16-04-2023 05:14,9,r5d.2xlarge,8,70.206845,64,2.331881,Up to 10 Gigabit,EBS only,164.19,55.3254,1
566,26-12-2023 02:24,9,c5d.4xlarge,16,71.943628,128,32.095395,Up to 10 Gigabit,EBS only,219.01,81.7286,1
567,14-12-2023 12:34,3,c5d.4xlarge,16,71.772237,128,20.020867,Up to 10 Gigabit,EBS only,219.98,65.4568,1
568,26-04-2023 15:55,8,m5.2xlarge,8,3.318843,32,20.610581,Up to 10 Gigabit,EBS only,180.72,51.3472,0
569,18-02-2023 23:07,2,c5d.2xlarge,8,33.670532,32,7.40081,Up to 10 Gigabit,EBS only,207.53,56.3578,0
570,01-09-2023 19:07,7,t3.medium,2,40.827705,4,61.380351,Up to 5 Gigabit,EBS only,252.32,66.0267,1
571,08-05-2023 22:38,7,m5.2xlarge,8,20.786897,32,73.401344,Up to 10 Gigabit,EBS only,55.56,18.2606,1
572,12-11-2023 16:05,9,r5d.xlarge,4,17.524111,32,52.515171,Up to 10 Gigabit,EBS only,258.94,73.6424,1
573,26-04-2023 23:37,8,m5.2xlarge,8,75.807354,32,39.090787,Up to 10 Gigabit,EBS only,208.74,58.6324,1
574,17-04-2023 21:51,10,c5d.4xlarge,16,88.486463,128,43.201705,Up to 10 Gigabit,EBS only,58.48,42.7448,1
575,12-08-2023 17:27,1,c5d.2xlarge,8,12.864824,32,95.644816,Up to 10 Gigabit,EBS only,47.03,13.4278,1
576,09-02-2023 19:48,5,c5d.4xlarge,16,23.294039,128,34.230462,Up to 10 Gigabit,EBS only,170.67,58.1442,0
577,26-06-2023 06:12,6,c5d.xlarge,4,62.879858,16,73.70707,Up to 10 Gigabit,EBS only,102.91,29.5106,1
578,15-06-2023 13:48,10,r5d.2xlarge,8,95.642343,64,18.310702,Up to 10 Gigabit,EBS only,237.24,75.7224,1
579,22-09-2023 06:56,4,r5d.xlarge,4,33.368086,32,60.468643,Up to 10 Gigabit,EBS only,15.21,6.7626,1
580,30-12-2023 03:23,2,t3.medium,2,21.958038,4,25.82125,Up to 5 Gigabit,EBS only,241.67,62.9552,0
581,19-08-2023 11:04,3,r5d.2xlarge,8,66.398202,64,57.443862,Up to 10 Gigabit,EBS only,188.08,53.1128,1
582,25-02-2023 00:42,10,c5d.xlarge,4,86.72535,16,99.247454,Up to 10 Gigabit,EBS only,185.16,52.7316,1
583,05-03-2023 06:30,5,t3.medium,2,57.269868,4,26.889344,Up to 5 Gigabit,EBS only,20.63,5.6663,1
584,09-08-2023 14:16,4,c5d.xlarge,4,5.200333,16,65.913415,Up to 10 Gigabit,EBS only,124.31,34.1566,1
585,06-07-2023 19:57,8,c5d.2xlarge,8,90.23331,32,34.89965,Up to 10 Gigabit,EBS only,59.1,24.966,1
586,27-11-2023 06:19,10,c5d.2xlarge,8,84.097503,32,84.047511,Up to 10 Gigabit,EBS only,68.03,29.6878,1
587,08-02-2023 01:52,5,c5d.4xlarge,16,3.425616,128,97.030206,Up to 10 Gigabit,EBS only,210.63,68.5338,1
588,28-01-2023 10:29,9,c5d.xlarge,4,62.957864,16,45.012201,Up to 10 Gigabit,EBS only,48.6,16.767,1
589,10-07-2023 02:03,7,c5d.4xlarge,16,6.19388,128,22.441864,Up to 10 Gigabit,EBS only,72.94,38.2424,0
590,06-03-2023 03:40,2,t3.xlarge,4,23.347865,16,26.719233,Up to 5 Gigabit,EBS only,57.45,15.4208,0
591,29-10-2023 22:59,9,c5d.2xlarge,8,52.188799,32,24.59215,Up to 10 Gigabit,EBS only,21.69,16.4394,1
592,09-06-2023 09:34,2,c5d.xlarge,4,22.262907,16,14.795672,Up to 10 Gigabit,EBS only,41.6,11.734,0
593,26-02-2023 22:45,5,r5d.xlarge,4,84.370751,32,47.553513,Up to 10 Gigabit,EBS only,250.19,68.5594,1
594,09-06-2023 20:06,2,r5d.xlarge,4,40.432063,32,25.877381,Up to 10 Gigabit,EBS only,141.25,38.129,0
595,07-03-2023 15:39,2,r5d.2xlarge,8,84.3629,64,48.488648,Up to 10 Gigabit,EBS only,231.86,63.0916,1
596,30-05-2023 01:44,9,c5d.4xlarge,16,63.634506,128,41.69637,Up to 10 Gigabit,EBS only,195.14,75.5224,1
597,01-02-2023 19:01,2,t3.xlarge,4,96.761538,16,26.178938,Up to 5 Gigabit,EBS only,41.26,11.2114,1
598,06-03-2023 22:37,8,c5d.xlarge,4,66.532629,16,55.171643,Up to 10 Gigabit,EBS only,92.22,27.6492,1
599,29-07-2023 04:26,1,r5d.2xlarge,8,25.546797,64,31.02183,Up to 10 Gigabit,EBS only,169.46,45.4636,0
600,16-07-2023 01:32,4,r5d.xlarge,4,85.914665,32,96.043639,Up to 10 Gigabit,EBS only,180.07,49.6262,1
601,15-01-2023 08:52,8,c5d.2xlarge,8,88.557092,32,59.028364,Up to 10 Gigabit,EBS only,139.91,45.9766,1
602,03-06-2023 05:32,5,t3.xlarge,4,38.693601,16,5.725144,Up to 5 Gigabit,EBS only,20.05,6.4225,0
603,26-07-2023 05:27,6,t3.xlarge,4,55.623101,16,80.150625,Up to 5 Gigabit,EBS only,217.09,57.8948,1
604,22-12-2023 05:39,5,t3.medium,2,7.338276,4,31.466438,Up to 5 Gigabit,EBS only,36.63,9.8263,0
605,13-09-2023 19:58,8,m5.2xlarge,8,94.072951,32,57.551027,Up to 10 Gigabit,EBS only,52.5,18.01,1
606,31-10-2023 17:57,10,t3.medium,2,11.47003,4,48.024625,Up to 5 Gigabit,EBS only,145.98,38.5598,0
607,10-09-2023 06:48,8,m5.2xlarge,8,93.624524,32,3.498101,Up to 10 Gigabit,EBS only,99.59,30.2534,1
608,17-08-2023 15:21,10,t3.medium,2,75.938506,4,88.256975,Up to 5 Gigabit,EBS only,37.97,10.4772,1
609,02-05-2023 21:00,6,c5d.4xlarge,16,89.253058,128,43.796806,Up to 10 Gigabit,EBS only,244.22,80.0212,1
610,16-11-2023 15:30,5,c5d.xlarge,4,47.022969,16,49.646255,Up to 10 Gigabit,EBS only,188.51,51.3076,0
611,04-05-2023 21:20,9,c5d.4xlarge,16,10.184058,128,73.507361,Up to 10 Gigabit,EBS only,191.21,74.5006,1
612,21-03-2023 11:44,4,r5d.xlarge,4,36.822032,32,49.35926,Up to 10 Gigabit,EBS only,259.58,70.2988,0
613,13-05-2023 16:05,5,t3.xlarge,4,3.103113,16,30.020324,Up to 5 Gigabit,EBS only,86.52,23.7047,0
614,28-03-2023 18:03,7,c5d.4xlarge,16,17.953588,128,30.633765,Up to 10 Gigabit,EBS only,177.67,65.4722,0
615,09-04-2023 13:07,9,r5d.xlarge,4,78.739703,32,68.636732,Up to 10 Gigabit,EBS only,259.91,73.8946,1
616,12-02-2023 20:01,9,c5d.4xlarge,16,55.422592,128,77.53396,Up to 10 Gigabit,EBS only,53.08,38.5868,1
617,26-11-2023 19:56,9,r5d.xlarge,4,43.066251,32,80.630627,Up to 10 Gigabit,EBS only,205.21,59.6726,1
618,16-04-2023 05:19,7,t3.xlarge,4,11.37804,16,11.596804,Up to 5 Gigabit,EBS only,96.19,26.7027,0
619,08-04-2023 01:23,3,r5d.xlarge,4,78.125825,32,90.142447,Up to 10 Gigabit,EBS only,198.09,53.6094,1
620,29-05-2023 09:44,3,r5d.2xlarge,8,18.544,64,89.025319,Up to 10 Gigabit,EBS only,40.86,14.8356,1
621,23-05-2023 05:50,3,c5d.2xlarge,8,14.567213,32,94.17115,Up to 10 Gigabit,EBS only,141.75,40.455,1
622,29-01-2023 00:45,3,c5d.2xlarge,8,32.315817,32,39.77974,Up to 10 Gigabit,EBS only,126.91,36.5966,0
623,07-04-2023 17:55,9,t3.xlarge,4,24.785106,16,39.433376,Up to 5 Gigabit,EBS only,149.53,41.0549,0
624,24-05-2023 09:31,1,c5d.4xlarge,16,58.731574,128,30.825664,Up to 10 Gigabit,EBS only,48.76,15.4316,1
625,06-03-2023 18:29,8,c5d.xlarge,4,19.463712,16,3.613981,Up to 10 Gigabit,EBS only,25.17,10.2162,0
626,16-03-2023 23:02,7,t3.xlarge,4,89.862815,16,25.606304,Up to 5 Gigabit,EBS only,30.39,9.5947,1
627,24-09-2023 08:24,6,c5d.4xlarge,16,99.538237,128,76.799785,Up to 10 Gigabit,EBS only,176.78,62.4868,1
628,21-10-2023 09:08,10,t3.xlarge,4,25.092984,16,75.877676,Up to 5 Gigabit,EBS only,186.44,50.8934,1
629,15-12-2023 04:54,5,c5d.xlarge,4,41.587182,16,44.035648,Up to 10 Gigabit,EBS only,67.15,19.754,0
630,11-04-2023 08:56,2,m5.2xlarge,8,21.046921,32,30.684802,Up to 10 Gigabit,EBS only,237.87,62.9362,0
631,30-10-2023 01:15,10,c5d.2xlarge,8,51.971685,32,63.651495,Up to 10 Gigabit,EBS only,249.5,76.87,1
632,22-05-2023 01:09,3,m5.2xlarge,8,78.828156,32,72.571092,Up to 10 Gigabit,EBS only,121.97,33.3472,1
633,07-12-2023 19:04,10,t3.xlarge,4,96.624289,16,39.991385,Up to 5 Gigabit,EBS only,202.37,55.0352,1
634,30-12-2023 10:42,4,c5d.xlarge,4,72.47458,16,48.994201,Up to 10 Gigabit,EBS only,221.32,59.3792,1
635,17-06-2023 23:02,1,c5d.2xlarge,8,62.600104,32,55.710644,Up to 10 Gigabit,EBS only,196.59,52.3134,1
636,12-12-2023 19:06,6,c5d.2xlarge,8,82.631357,32,69.021997,Up to 10 Gigabit,EBS only,191.61,57.0186,1
637,10-04-2023 07:58,3,t3.xlarge,4,77.672549,16,51.777777,Up to 5 Gigabit,EBS only,141.84,37.6041,1
638,16-09-2023 17:59,10,c5d.xlarge,4,54.808049,16,78.986201,Up to 10 Gigabit,EBS only,205.86,58.1136,1
639,11-08-2023 10:21,4,t3.medium,2,44.750825,4,59.654957,Up to 5 Gigabit,EBS only,104.13,27.3158,1
640,05-11-2023 03:52,9,c5d.xlarge,4,57.361842,16,47.691113,Up to 10 Gigabit,EBS only,60.75,19.926,1
641,05-07-2023 19:27,3,t3.xlarge,4,98.174788,16,2.404341,Up to 5 Gigabit,EBS only,68.22,18.4629,1
642,02-12-2023 13:20,10,c5d.2xlarge,8,98.920299,32,3.41611,Up to 10 Gigabit,EBS only,39.62,22.3012,1
643,21-12-2023 20:28,5,r5d.2xlarge,8,35.678732,64,96.704238,Up to 10 Gigabit,EBS only,116.68,37.3568,1
644,03-10-2023 23:15,8,r5d.xlarge,4,10.431748,32,91.263797,Up to 10 Gigabit,EBS only,82.64,27.1024,1
645,11-11-2023 17:13,1,r5d.2xlarge,8,38.321908,64,29.500741,Up to 10 Gigabit,EBS only,32.77,9.9242,0
646,11-05-2023 23:49,1,r5d.2xlarge,8,5.651447,64,15.148114,Up to 10 Gigabit,EBS only,248.44,65.9984,0
647,14-04-2023 06:41,9,c5d.xlarge,4,41.405632,16,10.623588,Up to 10 Gigabit,EBS only,129.22,37.7282,0
648,12-05-2023 15:09,1,c5d.xlarge,4,73.399471,16,43.07511,Up to 10 Gigabit,EBS only,221.29,57.9944,1
649,07-09-2023 04:01,3,m5.2xlarge,8,18.871023,32,97.976129,Up to 10 Gigabit,EBS only,19.81,6.7856,1
650,20-07-2023 07:02,10,m5.2xlarge,8,94.169713,32,70.808022,Up to 10 Gigabit,EBS only,158.39,46.6314,1
651,07-01-2023 07:29,1,m5.2xlarge,8,42.826152,32,73.296916,Up to 10 Gigabit,EBS only,100.55,26.688,1
652,16-08-2023 01:05,3,t3.xlarge,4,2.446055,16,9.547927,Up to 5 Gigabit,EBS only,251.93,66.2275,0
653,24-03-2023 07:36,9,r5d.xlarge,4,24.593752,32,54.084639,Up to 10 Gigabit,EBS only,182.88,53.8668,1
654,09-06-2023 00:45,10,m5.2xlarge,8,45.05939,32,27.413394,Up to 10 Gigabit,EBS only,144.53,43.0278,0
655,08-01-2023 06:44,1,t3.xlarge,4,62.520736,16,52.398688,Up to 5 Gigabit,EBS only,145.89,38.1733,1
656,12-01-2023 00:02,10,t3.xlarge,4,53.450237,16,50.035607,Up to 5 Gigabit,EBS only,252.22,67.9962,1
657,17-06-2023 20:50,2,r5d.2xlarge,8,44.894702,64,6.245164,Up to 10 Gigabit,EBS only,218.73,59.6778,0
658,22-01-2023 09:59,10,r5d.xlarge,4,65.759551,32,34.26199,Up to 10 Gigabit,EBS only,63.26,23.4676,1
659,22-12-2023 06:38,9,c5d.4xlarge,16,21.483568,128,22.479708,Up to 10 Gigabit,EBS only,243.06,87.9816,0
660,28-11-2023 14:42,7,c5d.4xlarge,16,6.856456,128,2.255262,Up to 10 Gigabit,EBS only,25.17,25.8222,0
661,30-09-2023 08:35,6,t3.xlarge,4,75.973818,16,61.697537,Up to 5 Gigabit,EBS only,132.24,35.8338,1
662,30-12-2023 04:06,7,c5d.4xlarge,16,72.584924,128,67.670177,Up to 10 Gigabit,EBS only,93.5,43.588,1
663,29-05-2023 23:22,2,c5d.4xlarge,16,19.182612,128,74.951646,Up to 10 Gigabit,EBS only,178.03,51.7958,1
664,26-05-2023 02:47,4,m5.2xlarge,8,90.128394,32,40.835522,Up to 10 Gigabit,EBS only,173.66,47.3316,1
665,16-06-2023 07:01,2,r5d.xlarge,4,6.945331,32,78.396861,Up to 10 Gigabit,EBS only,183.74,49.1764,1
666,26-11-2023 22:43,4,m5.2xlarge,8,44.788851,32,92.205828,Up to 10 Gigabit,EBS only,200.48,54.3048,1
667,23-02-2023 09:16,9,c5d.xlarge,4,18.581398,16,22.421105,Up to 10 Gigabit,EBS only,247.13,68.3848,0
668,27-01-2023 22:16,10,t3.xlarge,4,1.443863,16,44.424538,Up to 5 Gigabit,EBS only,239.77,64.7592,0
669,21-09-2023 03:58,6,r5d.2xlarge,8,22.884144,64,17.571253,Up to 10 Gigabit,EBS only,146.37,46.4802,0
670,06-01-2023 02:09,1,r5d.xlarge,4,7.40361,32,27.52598,Up to 10 Gigabit,EBS only,200.28,52.7748,0
671,16-09-2023 13:35,10,c5d.xlarge,4,86.547511,16,59.080016,Up to 10 Gigabit,EBS only,87.42,27.3192,1
672,17-06-2023 21:54,5,t3.xlarge,4,18.503824,16,1.892797,Up to 5 Gigabit,EBS only,24.15,7.4885,0
673,18-11-2023 10:54,1,r5d.2xlarge,8,88.790018,64,60.972853,Up to 10 Gigabit,EBS only,17.46,5.9436,1
674,25-07-2023 14:58,9,c5d.4xlarge,16,74.364631,128,17.866509,Up to 10 Gigabit,EBS only,150.48,63.9108,1
675,17-12-2023 13:02,6,c5d.4xlarge,16,41.67457,128,51.797265,Up to 10 Gigabit,EBS only,8.75,18.799,1
676,12-02-2023 20:00,10,t3.xlarge,4,25.280701,16,51.290346,Up to 5 Gigabit,EBS only,118.55,33.242,1
677,23-05-2023 18:26,4,r5d.xlarge,4,34.283081,32,67.769236,Up to 10 Gigabit,EBS only,108.89,31.1194,1
678,22-12-2023 10:13,7,c5d.2xlarge,8,34.379699,32,88.426071,Up to 10 Gigabit,EBS only,9.92,10.9792,1
679,12-04-2023 09:52,10,t3.xlarge,4,65.389831,16,20.065246,Up to 5 Gigabit,EBS only,19.42,7.4682,1
